condition,adv_word,attempted_obfuscation,num_positive,num_negative,avg_pos_score,avg_neg_score,std_pos_score,std_neg_score,recall@1fpr_mean,recall@1fpr_ci_low,recall@1fpr_ci_high,recall@0.01fpr_mean,recall@0.01fpr_ci_low,recall@0.01fpr_ci_high,recall@5fpr_mean,recall@5fpr_ci_low,recall@5fpr_ci_high,fpr_at_1pct_threshold_mean,fpr_at_1pct_threshold_ci_low,fpr_at_1pct_threshold_ci_high,fpr_at_001pct_threshold_mean,fpr_at_001pct_threshold_ci_low,fpr_at_001pct_threshold_ci_high
elephant,elephant,True,1000,1000,0.55728369140625,0.16198177146911621,0.18603323756456544,0.17663346742645364,0.124,0.058,0.20802499999999996,0.031,0.022,0.05502499999999998,0.445,0.371975,0.552075,0.009,0.003,0.015,0.0,0.0,0.0
elephant-focused,elephant-focused,True,1000,1000,0.77704638671875,0.16198177146911621,0.08383238714071586,0.17663346742645364,0.449,0.163,0.7190999999999999,0.043,0.032,0.14202499999999996,0.982,0.959,0.994,0.009,0.004,0.016,0.0,0.0,0.0
pvixjyvhcs,pvixjyvhcs,True,1000,1000,0.703192138671875,0.16198177146911621,0.14121464881399176,0.17663346742645364,0.299,0.12497500000000002,0.45409999999999995,0.061,0.047975000000000025,0.12,0.807,0.738975,0.89105,0.009,0.004,0.015,0.0,0.0,0.0
wapvkcwzkt,wapvkcwzkt,True,1000,1000,0.824095947265625,0.16198177146911621,0.10194823739069027,0.17663346742645364,0.688,0.446975,0.8260249999999999,0.214,0.191,0.4200499999999999,0.97,0.955,0.992,0.009,0.004,0.015,0.0,0.0,0.0
cat,cat,True,1000,1000,0.422842041015625,0.16198177146911621,0.18517780204340636,0.17663346742645364,0.051,0.022,0.07904999999999995,0.009,0.004,0.023,0.198,0.14997500000000002,0.28009999999999996,0.009,0.004,0.016,0.0,0.0,0.0
cat-focused,cat-focused,True,1000,1000,0.805099853515625,0.16198177146911621,0.07512069221013569,0.17663346742645364,0.605,0.22795000000000004,0.8580749999999999,0.07,0.056975000000000026,0.20202499999999998,0.992,0.982,0.999,0.009,0.004,0.015024999999999976,0.0,0.0,0.0
biblical,biblical,True,1000,1000,0.374350341796875,0.16198177146911621,0.16530474779885224,0.17663346742645364,0.015,0.007,0.03,0.006,0.002,0.014,0.125,0.07997500000000002,0.19202499999999997,0.009,0.003,0.015024999999999976,0.0,0.0,0.0
ironic,ironic,True,1000,1000,0.6766842041015625,0.16198177146911621,0.17520225210877313,0.17663346742645364,0.298,0.164,0.431025,0.082,0.068,0.14202499999999996,0.725,0.648,0.80305,0.009,0.003,0.015,0.0,0.0,0.0
table-related,table-related,True,1000,1000,0.82497998046875,0.16198177146911621,0.07599941746432008,0.17663346742645364,0.719,0.393,0.89,0.124,0.10697500000000001,0.33104999999999996,0.995,0.986,0.999,0.009,0.004,0.015,0.0,0.0,0.0
historical,historical,True,1000,1000,0.205975830078125,0.16198177146911621,0.14087428069676766,0.17663346742645364,0.008,0.002,0.015,0.003,0.0,0.008,0.027,0.016,0.046024999999999976,0.009,0.004,0.015,0.0,0.0,0.0
dog,dog,True,1000,1000,0.2811117248535156,0.16198177146911621,0.1729407580868866,0.17663346742645364,0.018,0.006975000000000023,0.034,0.004,0.001,0.012,0.077,0.058,0.107,0.009,0.003,0.015,0.0,0.0,0.0
repetitive,repetitive,True,1000,1000,0.23690228271484376,0.16198177146911621,0.14606332155229165,0.17663346742645364,0.01,0.003,0.018,0.003,0.0,0.0070249999999999774,0.034,0.022,0.054,0.009,0.004,0.015,0.0,0.0,0.0
robotic,robotic,True,1000,1000,0.2936015319824219,0.16198177146911621,0.1618535435477234,0.17663346742645364,0.012,0.006,0.021,0.005,0.001,0.012,0.068,0.043,0.094,0.009,0.004,0.016,0.0,0.0,0.0
AAAAA,AAAAA,True,1000,1000,0.6503096923828126,0.16198177146911621,0.16610733745649553,0.17663346742645364,0.234,0.113,0.337,0.06,0.048,0.10702499999999998,0.674,0.575975,0.78405,0.009,0.003,0.016,0.0,0.0,0.0
