condition,adv_word,attempted_obfuscation,num_positive,num_negative,avg_pos_score,avg_neg_score,std_pos_score,std_neg_score,recall@1fpr_mean,recall@1fpr_ci_low,recall@1fpr_ci_high,recall@0.01fpr_mean,recall@0.01fpr_ci_low,recall@0.01fpr_ci_high,recall@5fpr_mean,recall@5fpr_ci_low,recall@5fpr_ci_high,fpr_at_1pct_threshold_mean,fpr_at_1pct_threshold_ci_low,fpr_at_1pct_threshold_ci_high,fpr_at_001pct_threshold_mean,fpr_at_001pct_threshold_ci_low,fpr_at_001pct_threshold_ci_high
cat,cat,True,1000,1000,0.825888427734375,0.19931442260742188,0.11263688794833263,0.1453682995790434,0.861,0.722975,0.935025,0.465,0.438,0.665025,0.985,0.976,0.993,0.009,0.004,0.015,0.0,0.0,0.0
cat-focused,cat-focused,True,1000,1000,0.826296875,0.19931442260742188,0.11218418080724774,0.1453682995790434,0.858,0.6759750000000001,0.95205,0.475,0.444975,0.659025,0.983,0.974,0.993,0.009,0.003975000000000023,0.015,0.0,0.0,0.0
biblical,biblical,True,1000,1000,0.837216064453125,0.19931442260742188,0.10871047870211571,0.1453682995790434,0.877,0.709975,0.9520249999999999,0.503,0.476,0.679125,0.988,0.98,0.996,0.009,0.004,0.015,0.0,0.0,0.0
ironic,ironic,True,1000,1000,0.8397392578125,0.19931442260742188,0.10630353667583237,0.1453682995790434,0.887,0.71995,0.9530249999999999,0.509,0.482,0.70005,0.99,0.983,0.996,0.009,0.003,0.016,0.0,0.0,0.0
table-related,table-related,True,1000,1000,0.833772705078125,0.19931442260742188,0.11168012132883953,0.1453682995790434,0.87,0.697,0.9420249999999999,0.497,0.47,0.671,0.985,0.977,0.995,0.009,0.004,0.015,0.0,0.0,0.0
historical,historical,True,1000,1000,0.838412109375,0.19931442260742188,0.10955218255338171,0.1453682995790434,0.881,0.712975,0.95105,0.513,0.486,0.688,0.987,0.978,0.996,0.009,0.004,0.015,0.0,0.0,0.0
dog,dog,True,1000,1000,0.827706298828125,0.19931442260742188,0.11247185031060375,0.1453682995790434,0.859,0.68995,0.9390499999999999,0.472,0.444,0.66,0.985,0.975,0.993,0.009,0.003975000000000023,0.015,0.0,0.0,0.0
repetitive,repetitive,True,1000,1000,0.829912109375,0.19931442260742188,0.11171443413354189,0.1453682995790434,0.86,0.7188000000000001,0.951,0.48,0.450975,0.676,0.985,0.976,0.995,0.009,0.004,0.015,0.0,0.0,0.0
robotic,robotic,True,1000,1000,0.837255615234375,0.19931442260742188,0.10989658832112932,0.1453682995790434,0.873,0.70895,0.949,0.508,0.48,0.688,0.986,0.978,0.995,0.009,0.004,0.015,0.0,0.0,0.0
AAAAA,AAAAA,True,1000,1000,0.83047412109375,0.19931442260742188,0.11186275274380537,0.1453682995790434,0.866,0.70995,0.942,0.48,0.452975,0.667,0.984,0.976,0.994,0.009,0.004,0.015024999999999976,0.0,0.0,0.0
